time,q0_x,q0_y,q0_z
4.2,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.21,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.22,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.23,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.24,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.25,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.26,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.27,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.29,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.3,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.31,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.32,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.33,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.34,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.35,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.36,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.37,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.38,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.39,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.41,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.42,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.43,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.44,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.45,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.46,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.47,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.48,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.49,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.51,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.52,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.53,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.54,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.55,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.56,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.57,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.58,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.59,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.61,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.62,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.63,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.64,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.65,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.66,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.67,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.68,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.69,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.7,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.71,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.72,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.73,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.74,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.75,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.76,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.77,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.78,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.79,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.8,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.81,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.82,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.83,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.84,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.85,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.86,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.87,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.88,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.89,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.9,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.91,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.92,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.93,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.94,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.95,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.96,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.97,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.98,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.99,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.01,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.02,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.03,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.04,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.05,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.06,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.07,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.08,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.09,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.1,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.11,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.12,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.13,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.15,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.16,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.17,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.18,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.19,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.2,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.21,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.22,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.23,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.24,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.25,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.26,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.27,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.29,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.3,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.31,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.32,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.33,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.34,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.35,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.36,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.37,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.38,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.39,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.41,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.42,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.43,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.44,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.45,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.46,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.47,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.48,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.49,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.51,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.52,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.53,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.54,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.55,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.56,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.57,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.58,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.59,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.61,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.62,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.63,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.64,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.65,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.66,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.67,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.68,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.69,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.7,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.71,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.72,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.73,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.74,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.75,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.76,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.77,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.78,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.79,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.8,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.81,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.82,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.83,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.84,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.85,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.86,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.87,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.88,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.89,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.9,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.91,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.92,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.93,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.94,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.95,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.96,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.97,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.98,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
5.99,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.01,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.02,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.03,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.04,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.05,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.06,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.07,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.08,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.09,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.1,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.11,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.12,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.13,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.15,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.16,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.17,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.18,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.19,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.2,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.21,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.22,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.23,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.24,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.25,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.26,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.27,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.29,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.3,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.31,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.32,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.33,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.34,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.35,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.36,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.37,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.38,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.39,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.41,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.42,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.43,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.44,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.45,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.46,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.47,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.48,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.49,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.51,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.52,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.53,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.54,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.55,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.56,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.57,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.58,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.59,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.61,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.62,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.63,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.64,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.65,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.66,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.67,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.68,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.69,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.7,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.71,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.72,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.73,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.74,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.75,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.76,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.77,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.78,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.79,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.8,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.81,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.82,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.83,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.84,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.85,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.86,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.87,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.88,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.89,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.9,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.91,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.92,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.93,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.94,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.95,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.96,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.97,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.98,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
6.99,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.01,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.02,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.03,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.04,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.05,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.06,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.07,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.08,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.09,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.1,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.11,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.12,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.13,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.15,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.16,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.17,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.18,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.19,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.2,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.21,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.22,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.23,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.24,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.25,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.26,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.27,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.29,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.3,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.31,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.32,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.33,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.34,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.35,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.36,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.37,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.38,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.39,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.41,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.42,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.43,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.44,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.45,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.46,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.47,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.48,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.49,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.51,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.52,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.53,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.54,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.55,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.56,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.57,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.58,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.59,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.61,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.62,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.63,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.64,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.65,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.66,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
7.67,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
